,pass_mean_lower,pass_mean,pass_mean_upper,token_mean_lower,token_mean,token_mean_upper,latency_mean_lower,latency_mean,latency_mean_upper
formalize_1,0.8604342633897221,0.8662601626016261,0.8720860618135301,0.8690372013974343,0.8723965447154474,0.8757558880334604,5.2522978407277465,5.383162930487804,5.514028020247861
formalize_2,0.864089519040098,0.8707317073170733,0.8773738955940485,1.7340166436019109,1.7509325203252035,1.7678483970484962,10.566947690532304,10.813718933739837,11.06049017694737
formalize_3,0.8629007135097376,0.8689024390243902,0.8749041645390429,2.608902110198302,2.642239634146341,2.6755771580943803,15.955776485335354,16.366589169918697,16.77740185450204
formalize_4,0.8664404878564999,0.872357723577236,0.8782749592979721,3.4827796869020924,3.5174432926829264,3.5521068984637605,21.235432816597203,21.742744680691054,22.250056544784904
formalize_5,0.8678763940816618,0.8731707317073168,0.8784650693329719,4.353012580931996,4.3872847560975625,4.421556931263129,26.51282332704345,27.10642541686991,27.700027506696372
