,mean_lower,mean,mean_upper,trial_0_p,trial_1_p,trial_2_p,trial_3_p,trial_4_p,trial_5_p,trial_6_p,trial_7_p,trial_8_p,trial_9_p,trial_10_p,trial_11_p,trial_12_p,trial_13_p,trial_14_p,trial_15_p,trial_16_p,trial_17_p,trial_18_p,trial_19_p,trial_20_p,trial_21_p,trial_22_p,trial_23_p,trial_24_p,trial_25_p,trial_26_p,trial_27_p,trial_28_p,trial_29_p
zs,0.6457196909968139,0.6548780487804877,0.6640364065641615,0.6829268292682927,0.6524390243902439,0.6585365853658537,0.725609756097561,0.6585365853658537,0.6707317073170732,0.6402439024390244,0.6524390243902439,0.7012195121951219,0.6402439024390244,0.6524390243902439,0.6585365853658537,0.6524390243902439,0.6707317073170732,0.6463414634146342,0.6890243902439024,0.6219512195121951,0.6585365853658537,0.6524390243902439,0.6280487804878049,0.6280487804878049,0.6219512195121951,0.6951219512195121,0.6402439024390244,0.6219512195121951,0.6341463414634146,0.6524390243902439,0.6524390243902439,0.6402439024390244,0.6463414634146342
zs_cot,0.7108230301607517,0.7180894308943091,0.7253558316278665,0.7317073170731707,0.7317073170731707,0.7317073170731707,0.6829268292682927,0.7439024390243902,0.7134146341463414,0.7073170731707317,0.7134146341463414,0.7378048780487805,0.725609756097561,0.75,0.7073170731707317,0.7195121951219512,0.7195121951219512,0.7378048780487805,0.676829268292683,0.725609756097561,0.7012195121951219,0.6951219512195121,0.7012195121951219,0.725609756097561,0.7317073170731707,0.7195121951219512,0.7195121951219512,0.7012195121951219,0.6829268292682927,0.7134146341463414,0.7073170731707317,0.7560975609756098,0.7317073170731707
